"","OCC_CODE","OCC_TITLE","max_State","max_Wage","min_State","min_Wage","max_adj_State","max_adj_Wage","min_adj_State","min_adj_Wage"
"703","51-9196","Paper Goods Machine Setters, Operators, and Tenders","Delaware",50900,"New Mexico",20890,"South Carolina",54498.6,"New Mexico",21988.814
"704","51-9197","Tire Builders","Alabama",53930,"Kentucky",24510,"Alabama",61426.27,"Kentucky",27632.574
"705","51-9198","Helpers--Production Workers","Wyoming",32720,"Hawaii",19600,"North Dakota",34185.912,"Hawaii",16781.52
"706","51-9199","Production Workers, All Other","Wyoming",60580,"Florida",19790,"Wyoming",62972.91,"Florida",19970.089
"707","53-0000","Transportation and Material Moving Occupations","Alaska",42860,"Mississippi",26490,"North Dakota",45377.208,"New Jersey",25896.31
"708","53-1011","Aircraft Cargo Handling Supervisors","North Dakota",58430,"Tennessee",29960,"North Dakota",63858.147,"Tennessee",33213.656
"709","53-1021","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","District of Columbia",67760,"Oregon",39640,"District of Columbia",57372.392,"Hawaii",39034.158
"710","53-1031","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","Alaska",69490,"West Virginia",39180,"South Dakota",68911.296,"Hawaii",42630.198
"711","53-2011","Airline Pilots, Copilots, and Flight Engineers","Colorado",163220,"Wyoming",69240,"Texas",164048.144,"Wyoming",71974.98
"712","53-2012","Commercial Pilots","Connecticut",114090,"Utah",41890,"Delaware",105785.106,"Utah",43184.401
"713","53-2021","Air Traffic Controllers","New Hampshire",145970,"Montana",71550,"Georgia",150669.07,"Montana",75957.48
"714","53-2022","Airfield Operations Specialists","California",65490,"Nebraska",24850,"Kentucky",65885.256,"Nebraska",27429.43
"715","53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Nebraska",34830,"Utah",17950,"Nebraska",38445.354,"Utah",18504.655
"716","53-3021","Bus Drivers, Transit and Intercity","New York",54750,"Alabama",23930,"Ohio",52597.006,"Nevada",26129.955
"717","53-3022","Bus Drivers, School or Special Client","District of Columbia",44020,"Alabama",18010,"North Dakota",42175.011,"Alabama",20513.39
"718","53-3031","Driver/Sales Workers","New Jersey",32150,"Indiana",19050,"South Dakota",30455.52,"New York",18279.945
"719","53-3032","Heavy and Tractor-Trailer Truck Drivers","Alaska",51280,"West Virginia",35690,"North Dakota",54175.053,"Florida",36398.237
"720","53-3033","Light Truck or Delivery Services Drivers","Alaska",38670,"Arkansas",25000,"Alaska",36585.687,"District of Columbia",25561.873
"721","53-3041","Taxi Drivers and Chauffeurs","District of Columbia",30710,"Mississippi",18570,"Nevada",29159.515,"Hawaii",20899.842
"722","53-3099","Motor Vehicle Operators, All Other","Alaska",59680,"North Carolina",18290,"Alaska",56463.248,"Maine",19444.512
"723","53-4011","Locomotive Engineers","Washington",82300,"Oklahoma",38000,"Washington",79287.82,"Oklahoma",42176.2
"724","53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers","Ohio",55840,"Colorado",34600,"Ohio",62529.632,"Colorado",33921.84
"725","53-4021","Railroad Brake, Signal, and Switch Operators","New York",72410,"Alabama",34720,"Georgia",70828.92,"Alabama",39546.08
"726","53-4031","Railroad Conductors and Yardmasters","New Mexico",69490,"New Hampshire",36200,"Mississippi",77323.936,"New Hampshire",34411.72
"727","53-5011","Sailors and Marine Oilers","Illinois",62440,"South Carolina",25830,"Illinois",62002.92,"Hawaii",25720.248
"728","53-5021","Captains, Mates, and Pilots of Water Vessels","Texas",104120,"North Carolina",41790,"Texas",107785.024,"Hawaii",39573.564
"729","53-6021","Parking Lot Attendants","Maine",25500,"Indiana",18490,"Maine",26262.45,"District of Columbia",17204.944
"730","53-6031","Automotive and Watercraft Service Attendants","Montana",31080,"Maine",19010,"Montana",32994.528,"New Jersey",16952.694
"731","53-6051","Transportation Inspectors","District of Columbia",109630,"Delaware",29580,"Utah",110749.587,"Delaware",29029.812
"732","53-6099","Transportation Workers, All Other","Texas",50890,"Louisiana",18970,"Texas",52681.328,"Louisiana",20755.077
"733","53-7011","Conveyor Operators and Tenders","Kentucky",52540,"Mississippi",27900,"Kentucky",59233.596,"Hawaii",25985.67
"734","53-7021","Crane and Tower Operators","Hawaii",74790,"Connecticut",36810,"Montana",72241.88,"Connecticut",33832.071
"735","53-7032","Excavating and Loading Machine and Dragline Operators","Wyoming",69940,"Arkansas",30670,"Wyoming",72702.63,"Arkansas",35052.743
"736","53-7033","Loading Machine Operators, Underground Mining","Alabama",56000,"Missouri",38100,"Alabama",63784,"New York",38020.557
"737","53-7041","Hoist and Winch Operators","Illinois",92470,"Nebraska",28630,"Illinois",91822.71,"Nebraska",31601.794
"738","53-7051","Industrial Truck and Tractor Operators","District of Columbia",51860,"Mississippi",26840,"Alaska",45081.665,"New Jersey",29564.59
"739","53-7061","Cleaners of Vehicles and Equipment","District of Columbia",40860,"West Virginia",19190,"District of Columbia",34596.162,"New Jersey",17861.03
"740","53-7062","Laborers and Freight, Stock, and Material Movers, Hand","District of Columbia",35100,"Mississippi",21940,"North Dakota",33355.308,"New Jersey",21424.502
"741","53-7063","Machine Feeders and Offbearers","Delaware",43300,"Alaska",19000,"New Mexico",45114.436,"Alaska",17975.9
"742","53-7064","Packers and Packagers, Hand","Wyoming",27880,"New Mexico",19100,"Wyoming",28981.26,"New Jersey",17144.842
"743","53-7071","Gas Compressor and Gas Pumping Station Operators","Ohio",67360,"Kentucky",39460,"Ohio",75429.728,"New Jersey",43600.128
"744","53-7072","Pump Operators, Except Wellhead Pumpers","Montana",59930,"Mississippi",23130,"Georgia",64861.29,"Mississippi",26678.142
"745","53-7081","Refuse and Recyclable Material Collectors","New York",52240,"South Carolina",22820,"Washington",47052.456,"South Carolina",25216.1
"746","53-7111","Mine Shuttle Car Operators","Wyoming",78840,"Kentucky",48100,"Wyoming",81954.18,"Kentucky",54227.94
"747","53-7121","Tank Car, Truck, and Ship Loaders","North Carolina",67880,"Minnesota",24850,"North Carolina",74023.14,"Minnesota",25461.31
"748","53-7199","Material Moving Workers, All Other","Alaska",52440,"Connecticut",19950,"Alaska",49613.484,"Connecticut",18336.045
"749","19-2043","Hydrologists","California",105040,"Nebraska",50420,"Georgia",103656.32,"Nebraska",55653.596
"750","19-3011","Economists","Virginia",119870,"West Virginia",37790,"Virginia",116837.289,"West Virginia",42509.971
"751","19-4061","Social Science Research Assistants","Kansas",53780,"Louisiana",19090,"Kansas",59292.45,"Louisiana",20886.369
"752","25-1071","Health Specialties Teachers, Postsecondary","Washington",129560,"Vermont",43790,"Mississippi",141649.054,"Vermont",43268.899
"753","27-3099","Media and Communication Workers, All Other","District of Columbia",65540,"Tennessee",29740,"Alaska",56775.461,"Virginia",30868.749
"754","29-1129","Therapists, All Other","Alaska",113160,"Tennessee",40030,"Alaska",107060.676,"Tennessee",44377.258
"755","29-1161","Nurse Midwives","California",137330,"Wisconsin",67450,"Oregon",123313.008,"Wisconsin",72218.715
"756","29-1199","Health Diagnosing and Treating Practitioners, All Other","Maryland",128960,"Tennessee",46120,"Maryland",116915.136,"Colorado",47941.56
"757","37-2019","Building Cleaning Workers, All Other","Tennessee",39950,"Louisiana",18690,"Tennessee",44288.57,"Maryland",18893.544
"758","39-3011","Gaming Dealers","Kansas",37210,"North Carolina",17500,"Kansas",41024.025,"Maryland",16318.8
"759","39-3031","Ushers, Lobby Attendants, and Ticket Takers","Nevada",26870,"Wyoming",17610,"Nevada",27501.445,"Maryland",16826.496
"760","41-2012","Gaming Change Persons and Booth Cashiers","New Jersey",29410,"Texas",18210,"Idaho",30322.224,"Texas",18850.992
"761","41-9091","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Alaska",32870,"Wisconsin",17990,"Alaska",31098.307,"Colorado",18392.304
"762","43-2099","Communications Equipment Operators, All Other","New York",51920,"Michigan",28930,"Nebraska",50598.192,"Michigan",30743.911
"763","45-3011","Fishers and Related Fishing Workers","Washington",30550,"Florida",27310,"Mississippi",34025.3,"California",26388.502
"764","47-2072","Pile-Driver Operators","Massachusetts",86000,"Kentucky",29580,"Massachusetts",80298.2,"Kentucky",33348.492
"765","47-2082","Tapers","Massachusetts",84380,"Idaho",32560,"Illinois",82131.03,"Maryland",33054.636
"766","47-5011","Derrick Operators, Oil and Gas","Alaska",69300,"Michigan",37510,"Alaska",65564.73,"Illinois",37316.94
"767","53-2031","Flight Attendants","Texas",51260,"Alaska",36580,"Texas",53064.352,"New York",33707.7
"768","53-5022","Motorboat Operators","Alaska",68440,"New Jersey",27210,"South Carolina",66830.4,"New Jersey",23765.214
"769","53-5031","Ship Engineers","Louisiana",101370,"Maine",46540,"Louisiana",110908.917,"Maine",47931.546
"770","53-6061","Transportation Attendants, Except Flight Attendants","Florida",40660,"Arkansas",18290,"Florida",41030.006,"Hawaii",17671.968
"771","11-9013","Farmers, Ranchers, and Other Agricultural Managers","New Jersey",90460,"Colorado",41860,"Florida",89295.259,"Colorado",41039.544
"772","11-9071","Gaming Managers","North Dakota",81820,"Oklahoma",52580,"North Dakota",89421.078,"Colorado",51598.452
"773","13-1011","Agents and Business Managers of Artists, Performers, and Athletes","Massachusetts",85330,"Oregon",30440,"Massachusetts",79672.621,"Maryland",27950.478
"774","19-1012","Food Scientists and Technologists","Minnesota",79280,"South Carolina",39090,"Minnesota",81230.288,"South Carolina",43194.45
"775","19-3022","Survey Researchers","Maryland",78580,"West Virginia",19460,"Tennessee",78211.73,"Missouri",21846.258
"776","19-3041","Sociologists","New Jersey",153000,"Texas",33450,"New Jersey",133630.2,"Texas",34627.44
"777","19-3094","Political Scientists","Virginia",131500,"Michigan",63730,"Virginia",128173.05,"California",62919.584
"778","23-1012","Judicial Law Clerks","New York",129500,"Indiana",29950,"New York",111926.85,"Indiana",32768.295
"779","25-1043","Forestry and Conservation Science Teachers, Postsecondary","California",126770,"New York",57990,"California",112787.269,"New York",50120.757
"780","25-1061","Anthropology and Archeology Teachers, Postsecondary","Massachusetts",102980,"Idaho",59060,"Michigan",97917.178,"Colorado",58774.98
"781","25-1062","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Michigan",101150,"Idaho",46120,"Michigan",107492.105,"Colorado",46745.472
"782","25-1069","Social Sciences Teachers, Postsecondary, All Other","California",83970,"Maine",36320,"Kentucky",85321.632,"Maine",37405.968
"783","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators","Washington",71010,"Ohio",18980,"Washington",68411.034,"Ohio",21253.804
"784","27-1027","Set and Exhibit Designers","District of Columbia",70100,"South Carolina",24740,"Connecticut",60458.398,"South Carolina",27337.7
"785","27-1029","Designers, All Other","Massachusetts",82620,"Montana",30870,"Georgia",79340.13,"Montana",32771.592
"786","27-2011","Actors",NA,NA,NA,NA,NA,NA,NA,NA
"787","27-2021","Athletes and Sports Competitors","Connecticut",60240,"Arkansas",18510,"Utah",60183.942,"Arkansas",21155.079
"788","27-2099","Entertainers and Performers, Sports and Related Workers, All Other",NA,NA,NA,NA,NA,NA,NA,NA
"789","29-1029","Dentists, All Other Specialists","Tennessee",185990,"California",89350,"Ohio",208137.226,"California",79494.695
"790","33-9031","Gaming Surveillance Officers and Gaming Investigators","Ohio",44060,"West Virginia",21870,"Ohio",49338.388,"New York",23327.457
"791","39-3019","Gaming Service Workers, All Other","Oklahoma",49470,"Maryland",18560,"Oklahoma",54906.753,"Maryland",16826.496
"792","39-7012","Travel Guides","Tennessee",54290,"Arizona",18300,"Tennessee",60185.894,"Arizona",18982.59
"793","41-9012","Models","Pennsylvania",42790,"Iowa",18020,"Ohio",46863.63,"Texas",18778.528
"794","43-3041","Gaming Cage Workers","New Jersey",33920,"Montana",19220,"Nevada",31779.675,"Montana",20403.952
"795","43-9081","Proofreaders and Copy Markers","District of Columbia",46840,"New Mexico",18720,"North Carolina",47731.185,"New Mexico",19704.672
"796","47-2142","Paperhangers","Washington",46300,"Arizona",19690,"Washington",44605.42,"Arizona",20424.437
"797","47-2171","Reinforcing Iron and Rebar Workers","New York",95550,"South Dakota",31080,"Indiana",89311.383,"South Dakota",35319.312
"798","47-2231","Solar Photovoltaic Installers","Hawaii",50070,"Florida",29170,"Louisiana",47801.229,"Florida",29435.447
"799","47-5051","Rock Splitters, Quarry","Massachusetts",46100,"Texas",19870,"Washington",43719.092,"Texas",20569.424
"800","49-9061","Camera and Photographic Equipment Repairers","Wisconsin",68350,"New York",25760,"Wisconsin",73182.345,"New York",22264.368
"801","49-9097","Signal and Track Switch Repairers","New York",72850,"Louisiana",40110,"Kentucky",79008.192,"Louisiana",43884.351
"802","51-4199","Metal Workers and Plastic Workers, All Other","North Carolina",46970,"Mississippi",22120,"North Carolina",51220.785,"Florida",22906.57
"803","51-9141","Semiconductor Processors","New Hampshire",44780,"Colorado",30120,"Ohio",45284.712,"Connecticut",27775.202
"804","53-6041","Traffic Technicians","Nevada",72100,"Mississippi",26120,"Nevada",73794.35,"Mississippi",30126.808
"805","17-2021","Agricultural Engineers","North Carolina",108500,"Florida",44270,"North Carolina",118319.25,"Florida",44672.857
"806","19-1011","Animal Scientists","Maryland",76190,"Florida",42570,"Nebraska",75842.098,"Florida",42957.387
"807","51-6042","Shoe Machine Operators and Tenders","Massachusetts",30510,"California",20960,"Georgia",29131.6,"California",18648.112
"808","53-4012","Locomotive Firers","Pennsylvania",50970,"Arkansas",46560,"Arkansas",53213.424,"Pennsylvania",51902.751
"809","53-7073","Wellhead Pumpers","Montana",59920,"Louisiana",24680,"North Dakota",64022.082,"Louisiana",27002.388
"810","13-1074","Farm Labor Contractors","California",52430,"Florida",32140,"California",46646.971,"Florida",32432.474
"811","15-2021","Mathematicians","New Jersey",145360,"Texas",53900,"New Jersey",126957.424,"Texas",55797.28
"812","17-2121","Marine Engineers and Naval Architects","District of Columbia",127820,"Wisconsin",70010,"Texas",110859.568,"Hawaii",69232.332
"813","19-2011","Astronomers","California",133820,"Texas",61250,"New Mexico",123796.286,"Texas",63406
"814","19-3032","Industrial-Organizational Psychologists","Minnesota",102020,"Ohio",68950,"Minnesota",104529.692,"Florida",71565.372
"815","19-3092","Geographers","Virginia",94420,"Georgia",39540,"Virginia",92031.174,"Georgia",42979.98
"816","27-1022","Fashion Designers","Georgia",86880,"Virginia",40380,"Georgia",94438.56,"Hawaii",37458.75
"817","27-2031","Dancers",NA,NA,NA,NA,NA,NA,NA,NA
"818","27-2032","Choreographers","New York",75370,"South Dakota",27030,"Washington",69817.598,"South Dakota",30716.892
"819","29-1024","Prosthodontists","Texas",130770,"California",92680,"Texas",135373.104,"California",82457.396
"820","29-9092","Genetic Counselors","South Carolina",105570,"Michigan",45520,"South Carolina",116654.85,"Michigan",48374.104
"821","33-3052","Transit and Railroad Police","New Jersey",90320,"Missouri",34750,"New Jersey",78885.488,"Missouri",38871.35
"822","39-3092","Costume Attendants","New York",70340,"Oregon",19590,"New York",60794.862,"Oregon",19787.859
"823","39-5011","Barbers","Illinois",72990,"Wisconsin",18650,"Illinois",72479.07,"New Jersey",17948.37
"824","39-5091","Makeup Artists, Theatrical and Performance","District of Columbia",104350,"Indiana",17930,"Tennessee",101115.406,"Indiana",19617.213
"825","45-2021","Animal Breeders","Ohio",49990,"Missouri",24910,"Ohio",55978.802,"Missouri",27864.326
"826","47-2053","Terrazzo Workers and Finishers","Massachusetts",87590,"Minnesota",30030,"Massachusetts",81782.783,"Washington",30058.08
"827","49-9081","Wind Turbine Service Technicians","South Dakota",65790,"Wyoming",38910,"South Dakota",74763.756,"Wyoming",40446.945
"828","49-9093","Fabric Menders, Except Garment","Illinois",30810,"Texas",19350,"Illinois",30594.33,"Texas",20031.12
"829","51-6092","Fabric and Apparel Patternmakers","New York",64070,"Louisiana",24070,"New York",55375.701,"Illinois",23911.44
"830","51-7031","Model Makers, Wood","New York",43530,"South Carolina",22850,"North Carolina",38821.8,"South Carolina",25249.25
"831","51-7032","Patternmakers, Wood","Michigan",47380,"Tennessee",23050,"Michigan",50350.726,"Tennessee",25553.23
"832","51-8011","Nuclear Power Reactor Operators","New York",103470,"Mississippi",78690,"Michigan",99723.768,"New Jersey",78509.926
"833","53-4041","Subway and Streetcar Operators","New York",74240,"Colorado",41170,"Illinois",65269.89,"Colorado",40363.068
"834","53-4099","Rail Transportation Workers, All Other","California",84100,"North Carolina",24630,"California",74823.77,"North Carolina",26859.015
"835","53-6011","Bridge and Lock Tenders","Minnesota",56520,"Oregon",24320,"Mississippi",61337.812,"Oregon",24565.632
"836","53-7031","Dredge Operators","California",60530,"Nebraska",34720,"Idaho",55826.298,"Illinois",36135.27
"837","15-2099","Mathematical Science Occupations, All Other","Ohio",122250,"Maryland",37470,"Ohio",136895.55,"Maryland",33970.302
"838","47-5061","Roof Bolters, Mining","Wyoming",84900,"Indiana",47640,"Wyoming",88253.55,"Indiana",52122.924
"839","27-4013","Radio Operators","New York",62710,"Indiana",36490,"Michigan",60818.321,"Maryland",35003.826
"840","15-2091","Mathematical Technicians","Texas",51740,"Georgia",34150,"Texas",53561.248,"Georgia",37121.05
"841","47-4091","Segmental Pavers","Wisconsin",35640,"Florida",25240,"Wisconsin",38159.748,"Florida",25469.684
"842","51-2093","Timing Device Assemblers and Adjusters","Wisconsin",51390,"Ohio",24000,"Wisconsin",55023.273,"Ohio",26875.2
"843","35-2013","Cooks, Private Household","New York",25310,"Oklahoma",20460,"Oklahoma",22708.554,"New York",21875.433
