"","OCC_CODE","OCC_TITLE","max_State","max_Wage","min_State","min_Wage","max_adj_State","max_adj_Wage","min_adj_State","min_adj_Wage"
"224","25-3011","Adult Basic and Secondary Education and Literacy Teachers and Instructors","California",68590,"Mississippi",33500,"California",61024.523,"New Mexico",36104.18
"225","25-3021","Self-Enrichment Education Teachers","District of Columbia",55850,"West Virginia",22730,"District of Columbia",47288.195,"North Dakota",25180.416
"226","25-3097","Teachers and Instructors, All Other, Except Substitute Teachers","Rhode Island",84530,"Alabama",22180,"Rhode Island",85645.796,"Idaho",23898.024
"227","25-3098","Substitute Teachers","Oregon",44890,"Alabama",17890,"North Dakota",46688.688,"Oklahoma",20177.982
"228","25-4011","Archivists","District of Columbia",76390,"Kansas",30510,"Alabama",70185.18,"Kansas",33637.275
"229","25-4012","Curators","District of Columbia",82830,"West Virginia",29760,"District of Columbia",70132.161,"West Virginia",33477.024
"230","25-4013","Museum Technicians and Conservators","District of Columbia",65850,"Montana",27880,"District of Columbia",55755.195,"Montana",29597.408
"231","25-4021","Librarians","District of Columbia",79990,"South Dakota",37900,"Delaware",68815.768,"Idaho",41725.179
"232","25-4031","Library Technicians","District of Columbia",47230,"Mississippi",22320,"District of Columbia",39989.641,"New York",24226.329
"233","25-9011","Audio-Visual and Multimedia Collections Specialists","Minnesota",63580,"Nebraska",22810,"Georgia",66883.11,"Nebraska",25177.678
"234","25-9021","Farm and Home Management Advisors","Nebraska",87590,"Georgia",21080,"Nebraska",96681.842,"Georgia",22913.96
"235","25-9031","Instructional Coordinators","District of Columbia",84210,"Montana",47310,"Alabama",75515.7,"Montana",50224.296
"236","25-9041","Teacher Assistants","Alaska",38440,"Mississippi",18280,"Alaska",36368.084,"Georgia",20642.13
"237","25-9099","Education, Training, and Library Workers, All Other","Vermont",61510,"Idaho",18190,"Vermont",60778.031,"Alaska",18259.73
"238","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","District of Columbia",77410,"Montana",30820,"District of Columbia",65543.047,"Montana",32718.512
"239","27-1011","Art Directors","New York",115880,"Mississippi",46390,"Missouri",118325.508,"Hawaii",47347.86
"240","27-1012","Craft Artists","Hawaii",52270,"Oklahoma",19910,"Minnesota",49129.57,"Oklahoma",22098.109
"241","27-1014","Multimedia Artists and Animators","California",80400,"Arkansas",34290,"Washington",74432.284,"Arkansas",39190.041
"242","27-1019","Artists and Related Workers, All Other","District of Columbia",89120,"Iowa",24200,"Georgia",95666.87,"Iowa",26799.08
"243","27-1021","Commercial and Industrial Designers","Michigan",79160,"South Dakota",40510,"Michigan",84123.332,"South Dakota",46035.564
"244","27-1023","Floral Designers","Connecticut",34640,"West Virginia",18870,"Connecticut",31837.624,"West Virginia",21226.863
"245","27-1024","Graphic Designers","District of Columbia",73650,"Mississippi",31260,"District of Columbia",62359.455,"Hawaii",34727.472
"246","27-1025","Interior Designers","Rhode Island",72450,"Mississippi",28840,"Rhode Island",73406.34,"Mississippi",33264.056
"247","27-1026","Merchandise Displayers and Window Trimmers","District of Columbia",49070,"West Virginia",22020,"District of Columbia",41547.569,"New Jersey",21651.586
"248","27-2012","Producers and Directors","New York",91860,"North Dakota",33620,"California",79984.03,"New Hampshire",34611.346
"249","27-2022","Coaches and Scouts","Hawaii",51170,"Maine",18290,"Arkansas",52447.681,"Maine",18836.871
"250","27-2023","Umpires, Referees, and Other Sports Officials","Alaska",45600,"Utah",17750,"Kentucky",45851.358,"Massachusetts",18104.443
"251","27-2041","Music Directors and Composers","Washington",62510,"Idaho",25070,"Ohio",66807.268,"Idaho",26842.449
"252","27-2042","Musicians and Singers",NA,NA,NA,NA,NA,NA,NA,NA
"253","27-3011","Radio and Television Announcers","District of Columbia",55030,"West Virginia",20100,"District of Columbia",46593.901,"Pennsylvania",22361.868
"254","27-3012","Public Address System and Other Announcers","Massachusetts",54280,"Tennessee",18220,"Massachusetts",50681.236,"Georgia",20098.63
"255","27-3021","Broadcast News Analysts","Oklahoma",99790,"Missouri",43190,"Oklahoma",110756.921,"Minnesota",44293.458
"256","27-3022","Reporters and Correspondents","District of Columbia",71850,"North Dakota",19590,"District of Columbia",60835.395,"North Dakota",21409.911
"257","27-3031","Public Relations Specialists","District of Columbia",81430,"Mississippi",36610,"District of Columbia",68946.781,"Mississippi",42225.974
"258","27-3041","Editors","District of Columbia",74650,"North Dakota",30240,"Virginia",65178.189,"North Dakota",33049.296
"259","27-3042","Technical Writers","California",85800,"Hawaii",42210,"Oregon",80141.334,"Hawaii",36140.202
"260","27-3043","Writers and Authors","District of Columbia",90250,"Oklahoma",36710,"District of Columbia",76414.675,"Utah",38916.475
"261","27-3091","Interpreters and Translators","District of Columbia",85120,"West Virginia",26430,"District of Columbia",72071.104,"West Virginia",29731.107
"262","27-4011","Audio and Video Equipment Technicians","Nevada",56340,"Mississippi",20120,"Nevada",57663.99,"Mississippi",23206.408
"263","27-4012","Broadcast Technicians","District of Columbia",82740,"West Virginia",22420,"District of Columbia",70055.958,"Indiana",25164.3
"264","27-4014","Sound Engineering Technicians","Nevada",70170,"Utah",18450,"Missouri",73615.066,"Utah",19020.105
"265","27-4021","Photographers","District of Columbia",56570,"Montana",19240,"Rhode Island",49849.44,"Montana",20425.184
"266","27-4031","Camera Operators, Television, Video, and Motion Picture","District of Columbia",88710,"Maine",27190,"District of Columbia",75110.757,"Maine",28002.981
"267","27-4032","Film and Video Editors","California",88170,"Oklahoma",32610,"California",78444.849,"Alaska",34570.494
"268","27-4099","Media and Communication Equipment Workers, All Other","District of Columbia",99920,"Iowa",25680,"Maryland",90007.248,"Iowa",28438.032
"269","29-0000","Healthcare Practitioners and Technical Occupations","California",84300,"Arkansas",49300,"Oregon",77898.912,"Louisiana",55733.454
"270","29-1011","Chiropractors","Delaware",117600,"Arkansas",44580,"Delaware",115412.64,"Vermont",47675.825
"271","29-1021","Dentists, General","South Carolina",186780,"District of Columbia",90090,"South Carolina",206391.9,"District of Columbia",76279.203
"272","29-1022","Oral and Maxillofacial Surgeons","Alabama",146170,"Michigan",124090,"Alabama",166487.63,"Michigan",131870.443
"273","29-1023","Orthodontists","Alabama",147110,"Idaho",60910,"Alabama",167558.29,"Idaho",65216.337
"274","29-1031","Dietitians and Nutritionists","California",72800,"Mississippi",44180,"Oregon",66919.125,"Utah",46875.023
"275","29-1041","Optometrists","Alaska",154810,"Louisiana",80610,"Alaska",146465.741,"Florida",85985.411
"276","29-1051","Pharmacists","Alaska",141390,"Nebraska",109550,"West Virginia",140365.022,"District of Columbia",98936.895
"277","29-1061","Anesthesiologists",NA,NA,"Mississippi",185490,NA,NA,"Mississippi",213944.166
"278","29-1062","Family and General Practitioners","North Carolina",183400,"Oklahoma",105060,"Alabama",206739.89,"Oklahoma",116606.094
"279","29-1063","Internists, General","Virginia",180320,"District of Columbia",62920,"Virginia",175757.904,"District of Columbia",53274.364
"280","29-1064","Obstetricians and Gynecologists","Texas",172070,"District of Columbia",131500,"Texas",178126.864,"District of Columbia",111341.05
"281","29-1065","Pediatricians, General","California",185440,"District of Columbia",76440,"Arkansas",207219.199,"District of Columbia",64721.748
"282","29-1066","Psychiatrists","Nevada",182470,"Arkansas",59870,"South Carolina",199596.15,"New Mexico",64840.16
"283","29-1067","Surgeons",NA,NA,"District of Columbia",178330,NA,NA,"District of Columbia",150992.011
"284","29-1069","Physicians and Surgeons, All Other","Kentucky",183240,"Nebraska",133450,"Kentucky",206584.776,"District of Columbia",142762.087
"285","29-1071","Physician Assistants","Connecticut",111480,"Mississippi",33660,"Oklahoma",114230.908,"Mississippi",38823.444
"286","29-1081","Podiatrists","Wisconsin",177680,"Colorado",61040,"Wisconsin",190241.976,"Colorado",59843.616
"287","29-1122","Occupational Therapists","California",91670,"South Dakota",62460,"Mississippi",96654.92,"Maine",66346.158
"288","29-1123","Physical Therapists","Alaska",96780,"South Dakota",71690,"Mississippi",103263.902,"District of Columbia",69937.42
"289","29-1124","Radiation Therapists","California",108720,"Nevada",61640,"California",96728.184,"Nevada",63088.54
"290","29-1125","Recreational Therapists","California",68850,"Mississippi",30650,"California",61255.845,"Hawaii",35035.704
"291","29-1126","Respiratory Therapists","California",79480,"Alabama",46280,"Nevada",71522.18,"Alabama",52712.92
"292","29-1127","Speech-Language Pathologists","Connecticut",88610,"South Dakota",54620,"Alaska",82358.005,"South Dakota",62070.168
"293","29-1128","Exercise Physiologists","California",67320,"Mississippi",35870,"Arkansas",68425.423,"Washington",35491.656
"294","29-1131","Veterinarians","Rhode Island",125260,"Montana",66670,"Rhode Island",126913.432,"Montana",70776.872
"295","29-1141","Registered Nurses","California",100400,"South Dakota",53420,"California",89325.88,"Iowa",59699.934
"296","29-1151","Nurse Anesthetists","Hawaii",185550,"Alaska",116690,"North Dakota",198328.563,"Alaska",110400.409
"297","29-1171","Nurse Practitioners","California",118000,"Oklahoma",87900,"Oregon",110908.98,"District of Columbia",85440.497
"298","29-1181","Audiologists","District of Columbia",93470,"Kansas",52900,"Oklahoma",98603.516,"Nevada",56957.775
"299","29-2011","Medical and Clinical Laboratory Technologists","California",83130,"New Mexico",47020,"California",73960.761,"New Mexico",49493.252
"300","29-2012","Medical and Clinical Laboratory Technicians","Rhode Island",58330,"Idaho",30620,"Rhode Island",59099.956,"Utah",31957.9
"301","29-2021","Dental Hygienists","District of Columbia",105570,"Alabama",44980,"Nevada",91204.085,"Alabama",51232.22
"302","29-2031","Cardiovascular Technologists and Technicians","Alaska",85170,"West Virginia",30260,"Alaska",80579.337,"West Virginia",34039.474
"303","29-2032","Diagnostic Medical Sonographers","California",96480,"Alabama",54660,"Oregon",88848.396,"New York",59800.917
"304","29-2033","Nuclear Medicine Technologists","California",105260,"South Dakota",57290,"California",93649.822,"Wyoming",64573.74
"305","29-2034","Radiologic Technologists","District of Columbia",75390,"West Virginia",45820,"Rhode Island",68016.116,"Louisiana",51367.995
"306","29-2035","Magnetic Resonance Imaging Technologists","California",87700,"Arkansas",50700,"Nevada",86025.175,"Arkansas",57945.03
"307","29-2041","Emergency Medical Technicians and Paramedics","District of Columbia",59790,"West Virginia",24000,"Alaska",51240.776,"New Jersey",26691.104
"308","29-2051","Dietetic Technicians","New York",42130,"Tennessee",21040,"Ohio",41253.432,"Illinois",21111.18
"309","29-2052","Pharmacy Technicians","Washington",41260,"West Virginia",25790,"Washington",39749.884,"New York",26024.073
"310","29-2053","Psychiatric Technicians","California",59010,"West Virginia",19120,"California",52501.197,"West Virginia",21508.088
"311","29-2054","Respiratory Therapy Technicians","California",67430,"Georgia",36750,"Nevada",65923.635,"Colorado",39823.848
"312","29-2055","Surgical Technologists","Nevada",60970,"Alabama",34660,"Nevada",62402.795,"Vermont",38595.186
"313","29-2056","Veterinary Technologists and Technicians","Alaska",43150,"Arkansas",24870,"Alaska",40824.215,"Hawaii",25831.554
"314","29-2057","Ophthalmic Medical Technicians","Hawaii",41890,"Arkansas",28040,"Wisconsin",42560.325,"Virginia",30449.628
"315","29-2061","Licensed Practical and Licensed Vocational Nurses","Connecticut",55740,"West Virginia",34940,"Rhode Island",56465.636,"Virginia",39221.928
"316","29-2071","Medical Records and Health Information Technicians","New Jersey",58420,"Mississippi",28120,"New Jersey",51024.028,"New Mexico",32220.086
"317","29-2081","Opticians, Dispensing","New Jersey",53820,"Oklahoma",25520,"Massachusetts",48468.367,"Oklahoma",28324.648
"318","29-2091","Orthotists and Prosthetists","Louisiana",86630,"West Virginia",38800,"Louisiana",94781.883,"West Virginia",43646.12
"319","29-2092","Hearing Aid Specialists","Maine",95910,"Montana",24590,"Maine",98777.709,"Montana",26104.744
"320","29-2099","Health Technologists and Technicians, All Other","Wisconsin",56890,"Louisiana",29500,"Wisconsin",60912.123,"Louisiana",32275.95
"321","29-9011","Occupational Health and Safety Specialists","District of Columbia",86550,"South Carolina",46720,"Rhode Island",86010.548,"South Carolina",51625.6
"322","29-9012","Occupational Health and Safety Technicians","Alaska",69040,"Mississippi",34360,"Nebraska",68303.144,"Hawaii",39325.266
"323","29-9091","Athletic Trainers","Nevada",65580,"Delaware",37200,"Nevada",67121.13,"Delaware",36508.08
"324","29-9099","Healthcare Practitioners and Technical Workers, All Other","Maryland",87290,"Alabama",27980,"Maryland",79137.114,"Florida",30737.186
"325","31-0000","Healthcare Support Occupations","Alaska",37210,"Mississippi",21620,"Alaska",35204.381,"New York",23379.315
"326","31-1011","Home Health Aides","Alaska",30780,"Arkansas",17960,"North Dakota",32109.402,"Texas",19068.384
"327","31-1013","Psychiatric Aides","New York",41880,"Mississippi",17530,"Alaska",39310.455,"Mississippi",20219.102
"328","31-1014","Nursing Assistants","Alaska",36820,"Mississippi",20050,"Alaska",34835.402,"Louisiana",22035.174
"329","31-1015","Orderlies","California",37150,"Louisiana",18990,"Minnesota",34272.87,"Louisiana",20776.959
"330","31-2011","Occupational Therapy Assistants","Nevada",71990,"South Dakota",36620,"Arkansas",75477.116,"South Dakota",41614.968
"331","31-2012","Occupational Therapy Aides","District of Columbia",40340,"Arkansas",22700,"North Dakota",40470.087,"New Jersey",23695.342
"332","31-2021","Physical Therapist Assistants","Texas",70860,"South Dakota",35050,"Texas",73354.272,"District of Columbia",32343.94
"333","31-2022","Physical Therapist Aides","Alaska",36860,"South Carolina",20310,"Illinois",35082.69,"Maryland",21305.1
"334","31-9011","Massage Therapists","Alaska",80430,"Mississippi",18930,"Alaska",76094.823,"District of Columbia",19804.313
"335","31-9091","Dental Assistants","New Hampshire",44800,"West Virginia",27750,"Minnesota",45113.138,"Hawaii",29496.09
"336","31-9092","Medical Assistants","District of Columbia",38670,"West Virginia",25080,"Minnesota",36803.632,"West Virginia",28212.492
"337","31-9093","Medical Equipment Preparers","California",44510,"Alabama",25420,"Nevada",42802.77,"Florida",28648.349
"338","31-9094","Medical Transcriptionists","District of Columbia",50630,"Hawaii",27590,"District of Columbia",42868.421,"Hawaii",23622.558
"339","31-9095","Pharmacy Aides","Alaska",38950,"Delaware",18120,"Alaska",36850.595,"Delaware",17782.968
"340","31-9096","Veterinary Assistants and Laboratory Animal Caretakers","District of Columbia",35900,"Utah",18790,"District of Columbia",30396.53,"Utah",19370.611
"341","31-9097","Phlebotomists","District of Columbia",38740,"Mississippi",24930,"Rhode Island",37214.836,"Utah",27061.125
"342","31-9099","Healthcare Support Workers, All Other","Massachusetts",42260,"Alabama",27190,"Mississippi",47900.702,"Arizona",28982.162
"343","33-0000","Protective Service Occupations","District of Columbia",52590,"Mississippi",27190,"Rhode Island",48197.924,"Mississippi",31360.946
"344","33-1011","First-Line Supervisors of Correctional Officers","New Jersey",107630,"Georgia",36020,"New Jersey",94004.042,"Georgia",39153.74
"345","33-1012","First-Line Supervisors of Police and Detectives","California",132010,"Mississippi",49180,"California",117449.297,"Arkansas",56276.396
"346","33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","New Jersey",116080,"Mississippi",43170,"New Jersey",101384.272,"Mississippi",49792.278
"347","33-1099","First-Line Supervisors of Protective Service Workers, All Other","Alaska",59340,"Iowa",35620,"Rhode Island",56941.84,"Hawaii",39196.836
"348","33-2011","Firefighters","New Jersey",85770,"Wisconsin",28250,"New Jersey",74911.518,"Wisconsin",30247.275
"349","33-2021","Fire Inspectors and Investigators","Washington",89230,"West Virginia",29340,"Oregon",89484.759,"West Virginia",33004.566
"350","33-2022","Forest Fire Inspectors and Prevention Specialists","California",71440,"Mississippi",26420,"California",63560.168,"Mississippi",30472.828
"351","33-3011","Bailiffs","Colorado",66430,"Georgia",19310,"Colorado",65127.972,"Georgia",20989.97
"352","33-3012","Correctional Officers and Jailers","California",75880,"Mississippi",24630,"California",67510.436,"Mississippi",28408.242
"353","33-3021","Detectives and Criminal Investigators","District of Columbia",128650,"Arkansas",41180,"Alaska",111819.559,"West Virginia",46447.121
"354","33-3031","Fish and Game Wardens","Illinois",91540,"Georgia",35760,"Illinois",90899.22,"Massachusetts",38029.601
"355","33-3041","Parking Enforcement Workers","Washington",53680,"Louisiana",20660,"Washington",51715.312,"Louisiana",22604.106
"356","33-3051","Police and Sheriff's Patrol Officers","California",94890,"Mississippi",33430,"California",84423.633,"Mississippi",38558.162
"357","33-9011","Animal Control Workers","Nevada",49690,"Maine",22360,"Nevada",50857.715,"Maine",23028.564
"358","33-9021","Private Detectives and Investigators","Nebraska",68450,"Mississippi",25960,"Nebraska",75555.11,"New Mexico",29241.228
"359","33-9032","Security Guards","District of Columbia",36760,"Alabama",20220,"Alaska",34504.267,"California",21877.723
"360","33-9091","Crossing Guards","Washington",41130,"Arkansas",18330,"Wyoming",40394.97,"Arizona",19283.407
"361","33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Hawaii",36540,"Tennessee",17760,"Hawaii",31285.548,"Maryland",17044.08
"362","33-9093","Transportation Security Screeners","Connecticut",41530,"Vermont",35830,"Kentucky",43675.476,"Hawaii",31944.822
"363","33-9099","Protective Service Workers, All Other","North Dakota",42120,"Illinois",19540,"North Dakota",46032.948,"Illinois",19403.22
"364","35-0000","Food Preparation and Serving Related Occupations","Vermont",23860,"Arkansas",18230,"North Dakota",23617.569,"Maryland",17814.69
"365","35-1011","Chefs and Head Cooks","New Jersey",56730,"Tennessee",24540,"Rhode Island",53648.94,"Tennessee",27205.044
"366","35-1012","First-Line Supervisors of Food Preparation and Serving Workers","District of Columbia",40760,"Oklahoma",24320,"Rhode Island",37224.968,"New Mexico",26378.156
"367","35-2011","Cooks, Fast Food","North Dakota",22560,"Idaho",17730,"North Dakota",24655.824,"New York",16715.562
"368","35-2012","Cooks, Institution and Cafeteria","Alaska",37750,"Mississippi",18300,"Alaska",35715.275,"Louisiana",20886.369
"369","35-2014","Cooks, Restaurant","Nevada",28720,"Kentucky",19360,"Nevada",29394.92,"Iowa",21671.818
"370","35-2015","Cooks, Short Order","Massachusetts",26300,"Oklahoma",17990,"Vermont",25848.696,"New York",17052.639
"371","35-2019","Cooks, All Other","Alaska",35600,"North Carolina",19250,"West Virginia",34286.952,"Pennsylvania",19928.131
"372","35-2021","Food Preparation Workers","Alaska",25250,"Louisiana",17880,"North Dakota",26688.618,"New Jersey",18000.774
"373","35-3011","Bartenders","Hawaii",30670,"Iowa",18020,"Hawaii",26259.654,"New York",17121.783
"374","35-3021","Combined Food Preparation and Serving Workers, Including Fast Food","Washington",22440,"Kentucky",17780,"North Dakota",22852.539,"Hawaii",16353.42
"375","35-3022","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","North Dakota",23640,"Arkansas",17850,"North Dakota",25836.156,"New Jersey",16559.664
"376","35-3031","Waiters and Waitresses","Vermont",27570,"Louisiana",17870,"Vermont",27241.917,"District of Columbia",16874.731
"377","35-3041","Food Servers, Nonrestaurant","New York",29180,"Arkansas",18110,"South Dakota",26478.12,"Hawaii",16944.198
"378","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","Hawaii",26360,"Wisconsin",17970,"Hawaii",22569.432,"New York",16905.708
"379","35-9021","Dishwashers","Nevada",24760,"Idaho",17900,"Nevada",25341.86,"New York",16922.994
"380","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Massachusetts",22720,"Alabama",17820,"Vermont",22182.845,"Maryland",17261.664
"381","35-9099","Food Preparation and Serving Related Workers, All Other","Massachusetts",36450,"Kansas",17490,"Massachusetts",34033.365,"New York",16577.274
"382","37-0000","Building and Grounds Cleaning and Maintenance Occupations","Hawaii",32760,"Mississippi",19260,"Nevada",31288.395,"Texas",21915.184
"383","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","Connecticut",51170,"Mississippi",27280,"Connecticut",47030.347,"Rhode Island",31277.484
"384","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","District of Columbia",73900,"West Virginia",30740,"District of Columbia",62571.13,"West Virginia",34579.426
"385","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Massachusetts",32070,"Mississippi",19140,"Nevada",30264.895,"Utah",19844.825
"386","37-2012","Maids and Housekeeping Cleaners","Hawaii",35510,"Mississippi",18020,"Nevada",33038.58,"Texas",19472.112
"387","37-2021","Pest Control Workers","District of Columbia",53850,"West Virginia",21200,"Wyoming",55550.88,"West Virginia",23847.88
"388","37-3011","Landscaping and Groundskeeping Workers","District of Columbia",35060,"Mississippi",21910,"Massachusetts",30644.034,"New Jersey",22402.71
"389","37-3012","Pesticide Handlers, Sprayers, and Applicators, Vegetation","Hawaii",40140,"Mississippi",25100,"Maine",40732.545,"New York",25807.998
"390","37-3013","Tree Trimmers and Pruners","Alaska",50820,"Florida",25980,"Montana",53939.896,"Florida",26216.418
"391","37-3019","Grounds Maintenance Workers, All Other","Connecticut",57740,"Michigan",19570,"Pennsylvania",53827.338,"New Jersey",19450.618
"392","39-0000","Personal Care and Service Occupations","Alaska",29450,"Arkansas",18630,"Alaska",27862.645,"Texas",19337.536
"393","39-1011","Gaming Supervisors","New Jersey",58330,"Montana",22440,"Kansas",57484.35,"Montana",23822.304
"394","39-1012","Slot Supervisors","Pennsylvania",49190,"Alabama",23600,"Pennsylvania",50090.177,"New Mexico",26272.896
"395","39-1021","First-Line Supervisors of Personal Service Workers","New Jersey",46850,"West Virginia",26590,"Delaware",41994.106,"Idaho",28833.951
"396","39-2011","Animal Trainers","Minnesota",45840,"Kansas",19120,"Minnesota",46967.664,"Kansas",21079.8
"397","39-2021","Nonfarm Animal Caretakers","Hawaii",30380,"Arkansas",18560,"Hawaii",26011.356,"Delaware",18891.95
"398","39-3012","Gaming and Sports Book Writers and Runners","Delaware",42110,"Oklahoma",18160,"Delaware",41326.754,"New Mexico",19325.736
"399","39-3021","Motion Picture Projectionists","New Jersey",31860,"Iowa",17570,"Missouri",33110.56,"Connecticut",18005.169
"400","39-3091","Amusement and Recreation Attendants","Alaska",26890,"Alabama",17890,"Alaska",25440.629,"New Jersey",16612.068
"401","39-3093","Locker Room, Coatroom, and Dressing Room Attendants","Hawaii",28150,"Iowa",17620,"North Dakota",29475.513,"New Jersey",17249.65
"402","39-3099","Entertainment Attendants and Related Workers, All Other","Nevada",29960,"Idaho",19080,"Nevada",30664.06,"Maryland",18032.274
"403","39-4011","Embalmers","Connecticut",66770,"New York",29370,"Connecticut",61368.307,"New York",25384.491
"404","39-4021","Funeral Attendants","Connecticut",37670,"Arkansas",18800,"New Hampshire",34668.382,"Arkansas",21486.52
"405","39-4031","Morticians, Undertakers, and Funeral Directors","Delaware",78570,"Hawaii",30770,"Delaware",77108.598,"Hawaii",26345.274
"406","39-5012","Hairdressers, Hairstylists, and Cosmetologists","New Jersey",31700,"Mississippi",19110,"South Dakota",32046.48,"New York",19636.896
"407","39-5092","Manicurists and Pedicurists","Vermont",34340,"Nevada",18190,"Vermont",33931.354,"New York",16585.917
"408","39-5093","Shampooers","Tennessee",31110,"Wisconsin",17510,"Tennessee",34488.546,"Hawaii",16182.18
"409","39-5094","Skincare Specialists","Wyoming",60760,"Indiana",18570,"Wyoming",63160.02,"Hawaii",18160.002
"410","39-6011","Baggage Porters and Bellhops","New York",31420,"Indiana",17770,"Nevada",28330.48,"Alaska",18089.432
"411","39-6012","Concierges","New York",42940,"North Carolina",20970,"New York",37113.042,"North Carolina",22867.785
"412","39-7011","Tour Guides and Escorts","District of Columbia",34770,"North Dakota",18420,"Wyoming",34542.585,"Maryland",18802.884
"413","39-9011","Childcare Workers","New York",25450,"Mississippi",18140,"Colorado",23402.148,"Hawaii",16147.932
"414","39-9021","Personal Care Aides","Alaska",31660,"Mississippi",17810,"North Dakota",32677.71,"Virginia",18139.167
"415","39-9031","Fitness Trainers and Aerobics Instructors","New York",54900,"Arkansas",19450,"New York",47450.07,"Arkansas",22229.405
"416","39-9032","Recreation Workers","District of Columbia",47100,"Louisiana",19270,"District of Columbia",39879.57,"New Mexico",20473.07
"417","39-9041","Residential Advisors","Alaska",40770,"Tennessee",18800,"Alaska",38572.497,"Idaho",20621.682
"418","39-9099","Personal Care and Service Workers, All Other","Nevada",32150,"Nebraska",18530,"Nevada",32905.525,"New Hampshire",18175.472
"419","41-0000","Sales and Related Occupations","Washington",29860,"West Virginia",19940,"North Dakota",31071.147,"West Virginia",22430.506
"420","41-1011","First-Line Supervisors of Retail Sales Workers","Rhode Island",46080,"Arkansas",30480,"South Dakota",47444.7,"California",34724.991
"421","41-1012","First-Line Supervisors of Non-Retail Sales Workers","New York",102910,"Nevada",50250,"South Dakota",100230.48,"Hawaii",44556.648
"422","41-2011","Cashiers","Washington",23800,"South Carolina",18170,"North Dakota",23355.273,"New York",16888.422
"423","41-2021","Counter and Rental Clerks","District of Columbia",31080,"Arkansas",19070,"North Dakota",29333.436,"New York",20674.056
"424","41-2022","Parts Salespersons","North Dakota",38380,"Kentucky",25000,"North Dakota",41945.502,"Arizona",26285.182
"425","41-2031","Retail Salespersons","Alaska",25340,"Arkansas",19540,"North Dakota",27289.713,"New York",18409.59
"426","41-3011","Advertising Sales Agents","New York",69130,"West Virginia",24900,"Massachusetts",61652.211,"West Virginia",28010.01
"427","41-3021","Insurance Sales Agents","New York",64220,"West Virginia",33950,"Minnesota",62039.53,"West Virginia",38190.355
"428","41-3031","Securities, Commodities, and Financial Services Sales Agents","New York",129230,"Nevada",41460,"New Hampshire",120260.406,"Nevada",42434.31
"429","41-3041","Travel Agents","Massachusetts",49030,"South Carolina",26430,"Massachusetts",45779.311,"New York",27424.239
"430","41-3099","Sales Representatives, Services, All Other","Massachusetts",69310,"Arkansas",36720,"Massachusetts",64714.747,"Hawaii",35369.622
"431","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Minnesota",104880,"Oklahoma",55830,"Minnesota",107460.048,"Hawaii",52673.424
"432","41-4012","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Massachusetts",65300,"Hawaii",42700,"Kansas",64286.775,"Hawaii",36559.74
"433","41-9011","Demonstrators and Product Promoters","Rhode Island",39180,"Maryland",19170,"Rhode Island",39697.176,"Maryland",17379.522
"434","41-9021","Real Estate Brokers","District of Columbia",119720,"Missouri",19180,"District of Columbia",101366.924,"Missouri",21454.748
"435","41-9022","Real Estate Sales Agents","New York",80240,"Tennessee",29920,"New York",69351.432,"Oregon",32404.008
"436","41-9031","Sales Engineers","South Dakota",152550,"Montana",61110,"South Dakota",173357.82,"Montana",64874.376
"437","41-9041","Telemarketers","Connecticut",31270,"Arkansas",18940,"Kansas",31222.8,"Maryland",17869.086
"438","41-9099","Sales and Related Workers, All Other","Nebraska",50820,"Louisiana",21270,"Nebraska",56095.116,"Louisiana",23271.507
"439","43-0000","Office and Administrative Support Occupations","District of Columbia",46360,"West Virginia",27510,"District of Columbia",39253.012,"Florida",30505.093
"440","43-1011","First-Line Supervisors of Office and Administrative Support Workers","District of Columbia",71270,"West Virginia",40120,"District of Columbia",60344.309,"Hawaii",42176.412
"441","43-2011","Switchboard Operators, Including Answering Service","Hawaii",39280,"Mississippi",23010,"Hawaii",33631.536,"Florida",24773.405
"442","43-2021","Telephone Operators","California",52280,"Idaho",23490,"Texas",51739.296,"Florida",23764.305
"443","43-3011","Bill and Account Collectors","District of Columbia",57130,"Utah",28810,"District of Columbia",48371.971,"Utah",29700.229
"444","43-3021","Billing and Posting Clerks","District of Columbia",51250,"South Dakota",27880,"District of Columbia",43393.375,"South Dakota",31682.832
"445","43-3031","Bookkeeping, Accounting, and Auditing Clerks","District of Columbia",52380,"South Dakota",30340,"District of Columbia",44350.146,"Hawaii",32424.294
"446","43-3051","Payroll and Timekeeping Clerks","District of Columbia",57020,"West Virginia",31310,"District of Columbia",48278.834,"Hawaii",33340.428
"447","43-3061","Procurement Clerks","District of Columbia",52130,"Nebraska",34070,"Mississippi",48062.178,"New Hampshire",34706.406
"448","43-3071","Tellers","Connecticut",31110,"West Virginia",22660,"North Carolina",30632.145,"Hawaii",21507.744
